repo_name,dir_name,month,ce_mean,ca_mean,instability_mean,distance_mean,modularity_q
hackvertor/hackvertor,hackvertor__hackvertor,2025-10,3.6,3.6,0.5038,0.5087,nan
hackvertor/hackvertor,hackvertor__hackvertor,2025-11,3.6,3.6,0.5029,0.5096,nan
hackvertor/hackvertor,hackvertor__hackvertor,2025-12,3.6,3.6,0.4911,0.52,nan
hackvertor/hackvertor,hackvertor__hackvertor,2026-01,3.6,3.6,0.4911,0.52,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2025-02,5.6633,5.6633,0.6462,0.3254,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2025-03,5.7525,5.7525,0.642,0.3296,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2025-07,5.9667,5.9667,0.6402,0.3329,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2025-08,6.1315,6.1315,0.6445,0.329,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2025-09,6.2818,6.2818,0.65,0.3239,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2025-10,6.3348,6.3348,0.6481,0.3263,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2025-11,6.3778,6.3778,0.6458,0.3287,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2025-12,6.3467,6.3467,0.6435,0.331,nan
hmcts/finrem-case-orchestration-service,hmcts__finrem-case-orchestration-service,2026-01,6.4381,6.4381,0.6419,0.3319,nan
internetarchive/heritrix3,internetarchive__heritrix3,2024-12,4.9153,4.9153,0.5825,0.3205,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-01,4.9153,4.9153,0.5825,0.3209,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-02,4.9153,4.9153,0.5825,0.3209,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-03,4.9153,4.9153,0.5825,0.3209,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-04,4.9153,4.9153,0.5825,0.3208,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-05,4.9153,4.9153,0.5835,0.3199,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-06,4.8983,4.8983,0.5822,0.3215,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-07,4.9344,4.9344,0.576,0.3226,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-08,4.9344,4.9344,0.576,0.3226,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-09,4.9344,4.9344,0.576,0.3226,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-10,4.9344,4.9344,0.576,0.3226,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-11,4.9508,4.9508,0.576,0.3228,nan
internetarchive/heritrix3,internetarchive__heritrix3,2025-12,4.9508,4.9508,0.576,0.3228,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-03,4.7424,4.7424,0.5639,0.3972,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-04,4.7424,4.7424,0.5639,0.3972,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-05,4.7424,4.7424,0.5639,0.3972,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-06,4.8333,4.8333,0.5641,0.397,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-07,4.8333,4.8333,0.5638,0.3973,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-08,4.8333,4.8333,0.5639,0.3972,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-09,4.8788,4.8788,0.5663,0.3948,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-10,4.8406,4.8406,0.5691,0.3862,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-11,4.8116,4.8116,0.5677,0.3859,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2025-12,4.8873,4.8873,0.5654,0.3891,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2026-01,4.9306,4.9306,0.5609,0.3896,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2026-02,5.0,5.0,0.5611,0.3897,nan
itinycheng/flink-platform-backend,itinycheng__flink-platform-backend,2026-03,5.0,5.0,0.5613,0.3895,nan
jacoco/jacoco,jacoco__jacoco,2025-01,3.4559,3.4559,0.5099,0.4313,nan
jacoco/jacoco,jacoco__jacoco,2025-02,3.4706,3.4706,0.51,0.4313,nan
jacoco/jacoco,jacoco__jacoco,2025-03,3.4706,3.4706,0.5099,0.4313,nan
jacoco/jacoco,jacoco__jacoco,2025-04,3.4706,3.4706,0.5099,0.4313,nan
jacoco/jacoco,jacoco__jacoco,2025-05,3.4706,3.4706,0.5085,0.4328,nan
jacoco/jacoco,jacoco__jacoco,2025-06,3.4706,3.4706,0.5085,0.4328,nan
jacoco/jacoco,jacoco__jacoco,2025-07,3.4706,3.4706,0.5085,0.4328,nan
jacoco/jacoco,jacoco__jacoco,2025-08,3.4706,3.4706,0.5085,0.4328,nan
jacoco/jacoco,jacoco__jacoco,2025-09,3.4706,3.4706,0.5084,0.4328,nan
jacoco/jacoco,jacoco__jacoco,2025-10,3.4706,3.4706,0.5084,0.4329,nan
jacoco/jacoco,jacoco__jacoco,2025-11,3.4706,3.4706,0.5082,0.4331,nan
jacoco/jacoco,jacoco__jacoco,2025-12,3.4706,3.4706,0.5082,0.4332,nan
jacoco/jacoco,jacoco__jacoco,2026-01,3.4706,3.4706,0.5081,0.4333,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-03,8.3077,8.3077,0.646,0.2264,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-04,8.3077,8.3077,0.646,0.2264,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-05,8.3518,8.3518,0.6498,0.2237,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-06,8.3,8.3,0.6504,0.2225,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-07,8.305,8.305,0.6502,0.2225,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-08,8.305,8.305,0.6502,0.2225,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-09,8.305,8.305,0.6502,0.2225,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-10,8.5446,8.5446,0.6509,0.2218,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-11,8.5539,8.5539,0.6536,0.2201,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2025-12,8.7389,8.7389,0.6573,0.2182,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2026-01,8.8333,8.8333,0.6559,0.2169,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2026-02,8.8473,8.8473,0.6542,0.218,nan
jjazzboss/JJazzLab,jjazzboss__JJazzLab,2026-03,8.8473,8.8473,0.6542,0.218,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2024-12,3.9167,3.9167,0.5049,0.3851,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-01,3.9,3.9,0.5063,0.3837,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-02,3.9,3.9,0.5063,0.3837,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-03,3.9,3.9,0.5063,0.3837,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-04,3.9344,3.9344,0.509,0.3828,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-05,3.9344,3.9344,0.509,0.3828,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-06,3.9344,3.9344,0.509,0.3828,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-07,3.9344,3.9344,0.509,0.3828,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-08,3.9344,3.9344,0.509,0.3828,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-09,3.9344,3.9344,0.509,0.3828,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-10,3.9344,3.9344,0.509,0.3828,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-11,3.9344,3.9344,0.5096,0.3822,nan
jonesdevelopment/sonar,jonesdevelopment__sonar,2025-12,3.9344,3.9344,0.5096,0.3822,nan
junrar/junrar,junrar__junrar,2025-04,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2025-05,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2025-06,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2025-07,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2025-08,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2025-09,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2025-10,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2025-11,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2025-12,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2026-01,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2026-02,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2026-03,1.8824,1.8824,0.4367,0.5397,nan
junrar/junrar,junrar__junrar,2026-04,1.8824,1.8824,0.4354,0.5411,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-01,0.8261,0.8261,0.9565,0.0246,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-02,0.8261,0.8261,0.9565,0.0246,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-03,0.8333,0.8333,0.9583,0.038,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-04,0.8333,0.8333,0.9583,0.1151,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-05,0.8333,0.8333,0.9583,0.1153,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-06,0.8333,0.8333,0.9583,0.1153,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-07,0.8333,0.8333,0.9583,0.1153,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-08,0.8333,0.8333,0.9583,0.1151,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-09,0.8333,0.8333,0.9583,0.1141,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-10,0.8333,0.8333,0.9583,0.1141,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-11,0.8333,0.8333,0.9583,0.1143,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2025-12,0.8333,0.8333,0.9583,0.1143,nan
kestra-io/plugin-jdbc,kestra-io__plugin-jdbc,2026-01,0.8333,0.8333,0.9583,0.1163,nan
koupleless/runtime,koupleless__runtime,2025-06,2.8103,2.8103,0.5697,0.3849,nan
koupleless/runtime,koupleless__runtime,2025-07,2.8103,2.8103,0.5697,0.3849,nan
koupleless/runtime,koupleless__runtime,2025-08,2.8103,2.8103,0.5697,0.3849,nan
koupleless/runtime,koupleless__runtime,2025-09,2.8103,2.8103,0.5697,0.3849,nan
koupleless/runtime,koupleless__runtime,2025-10,2.819,2.819,0.5687,0.386,nan
koupleless/runtime,koupleless__runtime,2025-11,2.819,2.819,0.5687,0.386,nan
koupleless/runtime,koupleless__runtime,2025-12,2.819,2.819,0.5687,0.386,nan
koupleless/runtime,koupleless__runtime,2026-01,2.819,2.819,0.5687,0.386,nan
koupleless/runtime,koupleless__runtime,2026-02,2.819,2.819,0.5687,0.386,nan
koupleless/runtime,koupleless__runtime,2026-03,2.819,2.819,0.5687,0.386,nan
koupleless/runtime,koupleless__runtime,2026-04,2.819,2.819,0.5687,0.386,nan
koupleless/runtime,koupleless__runtime,2026-05,2.819,2.819,0.5687,0.386,nan
koupleless/runtime,koupleless__runtime,2026-06,2.819,2.819,0.5687,0.386,nan
kousen/java_8_recipes,kousen__java_8_recipes,2024-12,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-01,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-02,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-03,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-04,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-05,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-06,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-07,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-08,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-09,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-10,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-11,0.0,0.0,0.0,0.9831,nan
kousen/java_8_recipes,kousen__java_8_recipes,2025-12,0.0,0.0,0.0,0.9831,nan
kousen/java_latest,kousen__java_latest,2024-09,0.0357,0.0357,0.1429,0.8503,nan
kousen/java_latest,kousen__java_latest,2024-10,0.0357,0.0357,0.1429,0.8503,nan
kousen/java_latest,kousen__java_latest,2024-11,0.0357,0.0357,0.1429,0.8503,nan
kousen/java_latest,kousen__java_latest,2024-12,0.0357,0.0357,0.1429,0.8503,nan
kousen/java_latest,kousen__java_latest,2025-01,0.0357,0.0357,0.1429,0.8503,nan
kousen/java_latest,kousen__java_latest,2025-02,0.0667,0.0667,0.1667,0.8269,nan
kousen/java_latest,kousen__java_latest,2025-03,0.0667,0.0667,0.1667,0.8269,nan
kousen/java_latest,kousen__java_latest,2025-04,0.0667,0.0667,0.1667,0.8269,nan
kousen/java_latest,kousen__java_latest,2025-05,0.0667,0.0667,0.1667,0.8269,nan
kousen/java_latest,kousen__java_latest,2025-06,0.0667,0.0667,0.1667,0.8269,nan
kousen/java_latest,kousen__java_latest,2025-07,0.0667,0.0667,0.1667,0.8269,nan
kousen/java_latest,kousen__java_latest,2025-08,0.0625,0.0625,0.1875,0.8065,nan
kousen/java_latest,kousen__java_latest,2025-09,0.0625,0.0625,0.1875,0.8065,nan
lakernote/EasyPostman,lakernote__EasyPostman,2025-07,3.3548,3.3548,0.565,0.4081,nan
lakernote/EasyPostman,lakernote__EasyPostman,2025-08,4.1915,4.1915,0.5747,0.3934,nan
lakernote/EasyPostman,lakernote__EasyPostman,2025-09,4.9348,4.9348,0.5979,0.3695,nan
lakernote/EasyPostman,lakernote__EasyPostman,2025-10,5.2264,5.2264,0.5864,0.3762,nan
lakernote/EasyPostman,lakernote__EasyPostman,2025-11,5.2857,5.2857,0.6267,0.3454,nan
lakernote/EasyPostman,lakernote__EasyPostman,2025-12,5.8551,5.8551,0.6477,0.3213,nan
lakernote/EasyPostman,lakernote__EasyPostman,2026-01,6.0141,6.0141,0.6262,0.3391,nan
lakernote/EasyPostman,lakernote__EasyPostman,2026-02,6.5067,6.5067,0.6455,0.3211,nan
lakernote/EasyPostman,lakernote__EasyPostman,2026-03,6.6104,6.6104,0.6412,0.3237,nan
lakernote/EasyPostman,lakernote__EasyPostman,2026-04,6.6494,6.6494,0.6403,0.3247,nan
lilishop/lilishop,lilishop__lilishop,2024-12,6.8855,6.8855,0.5555,0.4046,nan
lilishop/lilishop,lilishop__lilishop,2025-01,6.8855,6.8855,0.5555,0.4046,nan
lilishop/lilishop,lilishop__lilishop,2025-02,6.8804,6.8804,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-03,6.8804,6.8804,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-04,6.8804,6.8804,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-05,6.8779,6.8779,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-06,6.8779,6.8779,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-07,6.8779,6.8779,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-08,6.8779,6.8779,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-09,6.8779,6.8779,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-10,6.8779,6.8779,0.5556,0.4045,nan
lilishop/lilishop,lilishop__lilishop,2025-11,6.9186,6.9186,0.5556,0.4046,nan
lilishop/lilishop,lilishop__lilishop,2025-12,6.9186,6.9186,0.5556,0.4046,nan
linkedin/rest.li,linkedin__rest.li,2025-04,9.7719,9.7719,0.6404,0.2683,nan
linkedin/rest.li,linkedin__rest.li,2025-06,9.7688,9.7688,0.6403,0.2683,nan
linkedin/rest.li,linkedin__rest.li,2025-08,9.7688,9.7688,0.6403,0.2683,nan
linkedin/rest.li,linkedin__rest.li,2025-09,9.7688,9.7688,0.6403,0.2684,nan
linkedin/rest.li,linkedin__rest.li,2025-10,9.7844,9.7844,0.64,0.2686,nan
linkedin/rest.li,linkedin__rest.li,2025-12,9.8,9.8,0.64,0.2692,nan
linkedin/rest.li,linkedin__rest.li,2026-03,9.8,9.8,0.6399,0.2693,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-01,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-02,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-03,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-04,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-05,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-06,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-07,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-08,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-09,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-10,2.0,2.0,0.6491,0.2421,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-11,1.7143,1.7143,0.6722,0.2264,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2025-12,1.7143,1.7143,0.6722,0.2264,nan
lukas-krecan/JsonUnit,lukas-krecan__JsonUnit,2026-01,1.7143,1.7143,0.6722,0.2264,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-01,6.3333,6.3333,0.7438,0.1843,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-02,6.3522,6.3522,0.7441,0.1845,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-03,6.3899,6.3899,0.744,0.1845,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-04,6.3899,6.3899,0.7439,0.1846,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-05,6.6,6.6,0.742,0.1813,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-06,6.298,6.298,0.7358,0.1815,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-07,5.8924,5.8924,0.7506,0.1746,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-08,5.9051,5.9051,0.7506,0.1746,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-09,5.8634,5.8634,0.7448,0.1818,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-10,5.8415,5.8415,0.7397,0.1852,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-11,5.878,5.878,0.7373,0.189,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2025-12,5.8788,5.8788,0.7384,0.1883,nan
micrometer-metrics/micrometer,micrometer-metrics__micrometer,2026-01,5.8848,5.8848,0.7321,0.1945,nan
micronaut-projects/micronaut-core,micronaut-projects__micronaut-core,2025-10,5.6438,5.6438,0.7481,0.2313,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-04,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-05,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-06,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-07,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-08,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-09,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-10,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-11,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2025-12,0.3,0.3,0.55,0.4767,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2026-01,0.5,0.5,0.55,0.4833,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2026-02,0.5,0.5,0.55,0.4833,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2026-03,0.5,0.5,0.55,0.4833,nan
micronaut-projects/micronaut-elasticsearch,micronaut-projects__micronaut-elasticsearch,2026-04,0.5,0.5,0.55,0.4833,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2024-12,0.5,0.5,0.7375,0.2056,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-01,0.5,0.5,0.7375,0.2056,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-02,0.5,0.5,0.7375,0.2056,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-03,0.5,0.5,0.7375,0.2056,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-04,0.5,0.5,0.7375,0.2056,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-05,0.5,0.5,0.7375,0.2056,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-06,0.625,0.625,0.7377,0.1934,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-07,0.625,0.625,0.7377,0.1934,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-08,0.625,0.625,0.7377,0.1934,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-09,0.625,0.625,0.7373,0.1983,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-10,0.625,0.625,0.7373,0.1983,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-11,0.625,0.625,0.7373,0.1983,nan
mixpanel/mixpanel-android,mixpanel__mixpanel-android,2025-12,0.625,0.625,0.7373,0.1983,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2025-06,4.3171,4.3171,0.4776,0.4322,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2025-07,4.6544,4.6544,0.4774,0.4391,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2025-08,4.6651,4.6651,0.4804,0.4395,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2025-09,5.0814,5.0814,0.526,0.4243,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2025-10,4.7123,4.7123,0.5215,0.4308,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2025-11,4.7633,4.7633,0.5242,0.4317,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2025-12,4.8794,4.8794,0.5238,0.4272,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2026-01,4.9399,4.9399,0.5213,0.427,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2026-04,5.0518,5.0518,0.5261,0.4209,nan
modlix-india/nocode-saas,modlix-india__nocode-saas,2026-05,5.0518,5.0518,0.5261,0.4209,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-01,1.5455,1.5455,0.7068,0.1771,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-02,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-03,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-04,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-05,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-06,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-07,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-08,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-09,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-10,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-11,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2025-12,1.5455,1.5455,0.7081,0.1758,nan
msgpack/msgpack-java,msgpack__msgpack-java,2026-01,1.5455,1.5455,0.7081,0.1758,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-01,5.24,5.24,0.5977,0.2939,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-02,5.0741,5.0741,0.5984,0.2907,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-03,5.0741,5.0741,0.5984,0.2907,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-04,5.0741,5.0741,0.5984,0.2907,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-05,5.1538,5.1538,0.5821,0.3028,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-06,5.1538,5.1538,0.5821,0.3028,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-07,5.0,5.0,0.5687,0.3221,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-08,5.0,5.0,0.5687,0.3221,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-09,5.0,5.0,0.5687,0.3221,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-10,5.44,5.44,0.5314,0.3499,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-11,5.625,5.625,0.5515,0.3249,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2025-12,5.625,5.625,0.5487,0.3276,nan
netfishers-onl/Netshot,netfishers-onl__Netshot,2026-01,5.7083,5.7083,0.5386,0.3376,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-01,0.3438,0.3438,0.3906,0.593,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-02,0.3402,0.3402,0.3866,0.5972,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-03,0.3367,0.3367,0.3827,0.6013,nan
