repo_name,dir_name,month,ce_mean,ca_mean,instability_mean,distance_mean,modularity_q
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-04,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-05,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-06,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-07,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-08,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-09,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-10,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-11,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2025-12,0.3367,0.3367,0.3827,0.6013,nan
nikhilmusale70/DSA,nikhilmusale70__DSA,2026-01,0.3367,0.3367,0.3827,0.6013,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-04,0.8571,0.8571,0.6349,0.2722,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-05,0.8571,0.8571,0.6349,0.2722,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-06,0.8571,0.8571,0.6349,0.2722,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-07,0.8571,0.8571,0.6349,0.2722,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-08,0.8571,0.8571,0.6349,0.2722,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-09,0.8571,0.8571,0.6349,0.2722,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-10,0.8571,0.8571,0.6349,0.2722,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-11,1.4444,1.4444,0.6929,0.232,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2025-12,1.4444,1.4444,0.6596,0.2387,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2026-01,1.4444,1.4444,0.6596,0.2387,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2026-02,1.4444,1.4444,0.6596,0.2387,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2026-03,1.4444,1.4444,0.6596,0.2387,nan
nyetwurk/ecuxplot,nyetwurk__ecuxplot,2026-04,1.4444,1.4444,0.6596,0.2387,nan
omnifaces/omnifaces,omnifaces__omnifaces,2024-12,2.1698,2.1698,0.7855,0.1652,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-01,2.1698,2.1698,0.7855,0.1652,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-02,2.1698,2.1698,0.7855,0.1652,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-03,2.1698,2.1698,0.7855,0.1668,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-04,2.1698,2.1698,0.7855,0.1668,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-05,2.1698,2.1698,0.7855,0.1668,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-06,2.1698,2.1698,0.7855,0.1668,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-07,2.1698,2.1698,0.7855,0.1668,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-08,2.1698,2.1698,0.7855,0.1668,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-09,2.1589,2.1589,0.7873,0.1638,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-10,2.1574,2.1574,0.7882,0.1648,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-11,2.1743,2.1743,0.7909,0.1601,nan
omnifaces/omnifaces,omnifaces__omnifaces,2025-12,2.1743,2.1743,0.7909,0.1601,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-02,0.4,0.4,0.6,0.4,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-03,3.4091,3.4091,0.5743,0.4008,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-04,3.8936,3.8936,0.5914,0.3892,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-05,4.0408,4.0408,0.5719,0.403,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-06,4.06,4.06,0.5839,0.396,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-07,3.9444,3.9444,0.5768,0.4246,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-08,4.1429,4.1429,0.5534,0.4482,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-09,4.0339,4.0339,0.5391,0.4671,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-10,4.125,4.125,0.5554,0.4344,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-11,4.2,4.2,0.5452,0.4462,nan
onixary/shape-shifter-curse-fabric,onixary__shape-shifter-curse-fabric,2025-12,4.4412,4.4412,0.5591,0.4259,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-02,1.06,1.06,0.4409,0.4771,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-03,1.1277,1.1277,0.4383,0.4731,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-04,1.1368,1.1368,0.4404,0.4686,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-05,1.125,1.125,0.4358,0.4741,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-06,1.07,1.07,0.4477,0.4665,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-07,1.0094,1.0094,0.4388,0.4672,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-08,1.1062,1.1062,0.4428,0.4532,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-09,1.2177,1.2177,0.4564,0.4463,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-10,1.2698,1.2698,0.4622,0.4398,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-11,1.2109,1.2109,0.4654,0.4305,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2025-12,1.2016,1.2016,0.4618,0.4351,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2026-01,1.2016,1.2016,0.4618,0.4351,nan
open-telemetry/opentelemetry-java-contrib,open-telemetry__opentelemetry-java-contrib,2026-02,1.2016,1.2016,0.4618,0.4351,nan
open-telemetry/opentelemetry-java-instrumentation,open-telemetry__opentelemetry-java-instrumentation,2025-03,4.9593,4.9593,0.7703,0.1982,nan
open-telemetry/opentelemetry-java-instrumentation,open-telemetry__opentelemetry-java-instrumentation,2025-04,4.9667,4.9667,0.771,0.1982,nan
open-telemetry/opentelemetry-java-instrumentation,open-telemetry__opentelemetry-java-instrumentation,2025-05,4.9649,4.9649,0.7709,0.1984,nan
open-telemetry/opentelemetry-java-instrumentation,open-telemetry__opentelemetry-java-instrumentation,2025-06,4.9931,4.9931,0.7723,0.1973,nan
open-telemetry/opentelemetry-java-instrumentation,open-telemetry__opentelemetry-java-instrumentation,2025-12,5.189,5.189,0.769,0.1977,nan
open-telemetry/opentelemetry-java-instrumentation,open-telemetry__opentelemetry-java-instrumentation,2026-01,5.1697,5.1697,0.7691,0.1962,nan
open-telemetry/opentelemetry-java-instrumentation,open-telemetry__opentelemetry-java-instrumentation,2026-02,5.192,5.192,0.7692,0.1973,nan
openrewrite/rewrite,openrewrite__rewrite,2024-12,4.9806,4.9806,0.6531,0.2873,nan
openrewrite/rewrite,openrewrite__rewrite,2025-01,4.9809,4.9809,0.653,0.2882,nan
openrewrite/rewrite,openrewrite__rewrite,2025-02,5.0245,5.0245,0.6428,0.2981,nan
openrewrite/rewrite,openrewrite__rewrite,2025-04,6.2333,6.2333,0.6363,0.2982,nan
openrewrite/rewrite,openrewrite__rewrite,2025-07,6.3148,6.3148,0.6577,0.2806,nan
openrewrite/rewrite,openrewrite__rewrite,2025-08,6.3272,6.3272,0.657,0.2813,nan
openrewrite/rewrite,openrewrite__rewrite,2025-10,6.5091,6.5091,0.6472,0.2834,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2025-05,4.0769,4.0769,0.5213,0.4496,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2025-06,4.0769,4.0769,0.5219,0.449,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2025-07,4.0769,4.0769,0.5219,0.449,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2025-08,4.0769,4.0769,0.5219,0.449,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2025-09,4.1538,4.1538,0.5221,0.4488,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2025-10,4.1538,4.1538,0.5221,0.4488,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2025-11,4.1538,4.1538,0.5221,0.4488,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2025-12,3.375,3.375,0.6153,0.3629,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2026-01,3.375,3.375,0.6153,0.3629,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2026-02,3.375,3.375,0.6208,0.3574,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2026-03,3.375,3.375,0.6208,0.3574,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2026-04,3.375,3.375,0.6208,0.3574,nan
opensearch-project/flow-framework,opensearch-project__flow-framework,2026-05,3.375,3.375,0.6208,0.3574,nan
oraxen/oraxen,oraxen__oraxen,2025-02,5.45,5.45,0.6997,0.2829,nan
oraxen/oraxen,oraxen__oraxen,2025-03,5.45,5.45,0.6997,0.2829,nan
oraxen/oraxen,oraxen__oraxen,2025-04,5.45,5.45,0.6997,0.2829,nan
oraxen/oraxen,oraxen__oraxen,2025-05,5.4876,5.4876,0.7029,0.2799,nan
oraxen/oraxen,oraxen__oraxen,2025-06,5.4876,5.4876,0.7029,0.2799,nan
oraxen/oraxen,oraxen__oraxen,2025-07,5.4876,5.4876,0.7029,0.2799,nan
oraxen/oraxen,oraxen__oraxen,2025-08,5.5,5.5,0.705,0.2778,nan
oraxen/oraxen,oraxen__oraxen,2025-09,5.2348,5.2348,0.7189,0.2633,nan
oraxen/oraxen,oraxen__oraxen,2025-10,5.2348,5.2348,0.7187,0.2635,nan
oraxen/oraxen,oraxen__oraxen,2025-11,5.2239,5.2239,0.719,0.261,nan
oraxen/oraxen,oraxen__oraxen,2025-12,5.237,5.237,0.7204,0.2601,nan
oraxen/oraxen,oraxen__oraxen,2026-01,5.329,5.329,0.7458,0.2377,nan
oraxen/oraxen,oraxen__oraxen,2026-02,5.2577,5.2577,0.7538,0.2284,nan
orphan-oss/ognl,orphan-oss__ognl,2025-04,2.2727,2.2727,0.6294,0.2341,nan
orphan-oss/ognl,orphan-oss__ognl,2025-05,2.2727,2.2727,0.6294,0.2341,nan
orphan-oss/ognl,orphan-oss__ognl,2025-06,2.2727,2.2727,0.6294,0.2341,nan
orphan-oss/ognl,orphan-oss__ognl,2025-07,2.1818,2.1818,0.6295,0.2325,nan
orphan-oss/ognl,orphan-oss__ognl,2025-08,2.1818,2.1818,0.6295,0.2325,nan
orphan-oss/ognl,orphan-oss__ognl,2025-09,2.1818,2.1818,0.6295,0.2325,nan
orphan-oss/ognl,orphan-oss__ognl,2025-10,2.1818,2.1818,0.6295,0.2325,nan
orphan-oss/ognl,orphan-oss__ognl,2025-11,2.1818,2.1818,0.6292,0.2327,nan
orphan-oss/ognl,orphan-oss__ognl,2025-12,1.75,1.75,0.6198,0.254,nan
orphan-oss/ognl,orphan-oss__ognl,2026-01,1.75,1.75,0.6198,0.254,nan
orphan-oss/ognl,orphan-oss__ognl,2026-02,1.75,1.75,0.6198,0.254,nan
orphan-oss/ognl,orphan-oss__ognl,2026-03,1.75,1.75,0.6195,0.2543,nan
orphan-oss/ognl,orphan-oss__ognl,2026-04,1.75,1.75,0.6195,0.2543,nan
pablo67340/GUIShop,pablo67340__GUIShop,2025-06,3.2,3.2,0.6262,0.4404,nan
pablo67340/GUIShop,pablo67340__GUIShop,2025-07,3.2,3.2,0.6262,0.4404,nan
pablo67340/GUIShop,pablo67340__GUIShop,2025-08,3.2,3.2,0.6262,0.4404,nan
pablo67340/GUIShop,pablo67340__GUIShop,2025-09,3.2,3.2,0.6262,0.4404,nan
pablo67340/GUIShop,pablo67340__GUIShop,2025-10,3.2,3.2,0.6262,0.4404,nan
pablo67340/GUIShop,pablo67340__GUIShop,2025-11,3.2,3.2,0.6262,0.4404,nan
pablo67340/GUIShop,pablo67340__GUIShop,2025-12,3.2,3.2,0.6262,0.4404,nan
pablo67340/GUIShop,pablo67340__GUIShop,2026-01,3.7333,3.7333,0.5604,0.4762,nan
pablo67340/GUIShop,pablo67340__GUIShop,2026-02,4.375,4.375,0.5651,0.4156,nan
pablo67340/GUIShop,pablo67340__GUIShop,2026-03,4.375,4.375,0.5681,0.4162,nan
pablo67340/GUIShop,pablo67340__GUIShop,2026-04,4.375,4.375,0.5681,0.4162,nan
pablo67340/GUIShop,pablo67340__GUIShop,2026-05,4.375,4.375,0.5681,0.4162,nan
pablo67340/GUIShop,pablo67340__GUIShop,2026-06,4.375,4.375,0.5681,0.4162,nan
pac4j/pac4j,pac4j__pac4j,2025-01,6.6026,6.6026,0.6711,0.2598,nan
pac4j/pac4j,pac4j__pac4j,2025-02,6.6026,6.6026,0.6711,0.2598,nan
pac4j/pac4j,pac4j__pac4j,2025-03,6.607,6.607,0.6712,0.2597,nan
pac4j/pac4j,pac4j__pac4j,2025-04,6.6026,6.6026,0.6708,0.2603,nan
pac4j/pac4j,pac4j__pac4j,2025-05,6.6201,6.6201,0.6704,0.2607,nan
pac4j/pac4j,pac4j__pac4j,2025-06,6.6201,6.6201,0.6704,0.2607,nan
pac4j/pac4j,pac4j__pac4j,2025-07,6.6245,6.6245,0.6706,0.2605,nan
pac4j/pac4j,pac4j__pac4j,2025-08,6.6245,6.6245,0.6707,0.2605,nan
pac4j/pac4j,pac4j__pac4j,2025-09,6.6245,6.6245,0.6707,0.2605,nan
pac4j/pac4j,pac4j__pac4j,2025-10,6.6245,6.6245,0.6705,0.2601,nan
pac4j/pac4j,pac4j__pac4j,2025-11,6.6245,6.6245,0.6706,0.26,nan
pac4j/pac4j,pac4j__pac4j,2025-12,6.6201,6.6201,0.6706,0.2601,nan
pac4j/pac4j,pac4j__pac4j,2026-01,6.6201,6.6201,0.6706,0.2601,nan
phax/ph-commons,phax__ph-commons,2025-02,9.0681,9.0681,0.7123,0.2292,nan
phax/ph-commons,phax__ph-commons,2025-03,9.1181,9.1181,0.7124,0.2274,nan
phax/ph-commons,phax__ph-commons,2025-04,9.1181,9.1181,0.7124,0.2272,nan
phax/ph-commons,phax__ph-commons,2025-05,9.135,9.135,0.712,0.2266,nan
phax/ph-commons,phax__ph-commons,2025-06,9.1477,9.1477,0.712,0.2267,nan
phax/ph-commons,phax__ph-commons,2025-07,9.1477,9.1477,0.7119,0.2268,nan
phax/ph-commons,phax__ph-commons,2025-08,9.1477,9.1477,0.7119,0.2268,nan
phax/ph-commons,phax__ph-commons,2025-09,9.5091,9.5091,0.7023,0.234,nan
phax/ph-commons,phax__ph-commons,2025-10,9.5122,9.5122,0.7023,0.234,nan
phax/ph-commons,phax__ph-commons,2025-11,9.5122,9.5122,0.7023,0.234,nan
phax/ph-commons,phax__ph-commons,2025-12,9.5335,9.5335,0.703,0.2325,nan
phax/ph-commons,phax__ph-commons,2026-01,9.5305,9.5305,0.703,0.2325,nan
phax/ph-commons,phax__ph-commons,2026-02,9.5106,9.5106,0.704,0.2317,nan
plantuml/plantuml,plantuml__plantuml,2025-08,9.8099,9.8099,0.6508,0.2804,nan
plantuml/plantuml,plantuml__plantuml,2025-11,9.7621,9.7621,0.6492,0.2833,nan
plantuml/plantuml,plantuml__plantuml,2026-01,9.8934,9.8934,0.6487,0.2845,nan
plantuml/plantuml,plantuml__plantuml,2026-02,9.9307,9.9307,0.6502,0.2841,nan
plantuml/plantuml,plantuml__plantuml,2026-03,10.2635,10.2635,0.6499,0.2833,nan
plantuml/plantuml,plantuml__plantuml,2026-04,10.2821,10.2821,0.6499,0.2825,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2025-06,7.7417,7.7417,0.6262,0.2743,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2025-08,7.7667,7.7667,0.6264,0.2756,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2025-09,7.8083,7.8083,0.6251,0.277,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2025-11,7.928,7.928,0.6276,0.2783,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2025-12,8.0,8.0,0.6311,0.2762,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2026-01,8.0,8.0,0.6311,0.2762,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2026-02,8.0551,8.0551,0.6296,0.2777,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2026-04,8.1705,8.1705,0.6298,0.2778,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2026-05,8.1705,8.1705,0.6298,0.2778,nan
powsybl/powsybl-open-rao,powsybl__powsybl-open-rao,2026-06,8.1705,8.1705,0.6298,0.2778,nan
protomaps/basemaps,protomaps__basemaps,2025-05,1.3333,1.3333,0.5204,0.4743,nan
protomaps/basemaps,protomaps__basemaps,2025-06,1.2222,1.2222,0.4815,0.5132,nan
protomaps/basemaps,protomaps__basemaps,2025-07,1.2222,1.2222,0.4815,0.5132,nan
protomaps/basemaps,protomaps__basemaps,2025-08,1.2222,1.2222,0.4815,0.5132,nan
protomaps/basemaps,protomaps__basemaps,2025-09,1.2222,1.2222,0.4815,0.5132,nan
protomaps/basemaps,protomaps__basemaps,2025-10,1.2222,1.2222,0.4815,0.5132,nan
protomaps/basemaps,protomaps__basemaps,2025-11,1.3333,1.3333,0.5059,0.4888,nan
protomaps/basemaps,protomaps__basemaps,2025-12,1.3333,1.3333,0.5059,0.4888,nan
protomaps/basemaps,protomaps__basemaps,2026-01,1.3333,1.3333,0.5059,0.4888,nan
protomaps/basemaps,protomaps__basemaps,2026-02,1.3333,1.3333,0.5059,0.4888,nan
protomaps/basemaps,protomaps__basemaps,2026-03,1.3333,1.3333,0.5059,0.4888,nan
protomaps/basemaps,protomaps__basemaps,2026-04,1.3,1.3,0.4564,0.5396,nan
protomaps/basemaps,protomaps__basemaps,2026-05,1.3,1.3,0.4564,0.5396,nan
qlangtech/plugins,qlangtech__plugins,2025-03,2.9939,2.9939,0.5786,0.3443,nan
qlangtech/plugins,qlangtech__plugins,2025-04,2.9939,2.9939,0.5786,0.3443,nan
qlangtech/plugins,qlangtech__plugins,2025-05,3.0123,3.0123,0.5799,0.3431,nan
qlangtech/plugins,qlangtech__plugins,2025-06,2.8423,2.8423,0.5891,0.3351,nan
qlangtech/plugins,qlangtech__plugins,2025-07,2.8635,2.8635,0.5865,0.3373,nan
qlangtech/plugins,qlangtech__plugins,2025-08,2.8585,2.8585,0.5841,0.3405,nan
qlangtech/plugins,qlangtech__plugins,2025-09,2.8176,2.8176,0.5852,0.3395,nan
qlangtech/plugins,qlangtech__plugins,2025-10,2.8176,2.8176,0.5852,0.3395,nan
qlangtech/plugins,qlangtech__plugins,2025-11,2.8176,2.8176,0.5852,0.3395,nan
qlangtech/plugins,qlangtech__plugins,2025-12,2.8062,2.8062,0.5844,0.3406,nan
qlangtech/plugins,qlangtech__plugins,2026-01,2.7864,2.7864,0.5856,0.3386,nan
qlangtech/plugins,qlangtech__plugins,2026-02,2.7754,2.7754,0.5854,0.339,nan
qlangtech/plugins,qlangtech__plugins,2026-03,2.7681,2.7681,0.5838,0.3424,nan
qm123pz/NightSky-Client,qm123pz__NightSky-Client,2025-11,4.7091,4.7091,0.4213,0.4809,nan
qm123pz/NightSky-Client,qm123pz__NightSky-Client,2025-12,5.082,5.082,0.4523,0.4615,nan
qm123pz/NightSky-Client,qm123pz__NightSky-Client,2026-01,5.2097,5.2097,0.463,0.4538,nan
qm123pz/NightSky-Client,qm123pz__NightSky-Client,2026-02,5.2097,5.2097,0.463,0.4538,nan
qm123pz/NightSky-Client,qm123pz__NightSky-Client,2026-03,5.2097,5.2097,0.463,0.4538,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-04,0.2857,0.2857,0.5459,0.4283,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-05,0.2857,0.2857,0.5459,0.4283,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-06,0.2857,0.2857,0.5459,0.4283,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-07,0.2857,0.2857,0.5459,0.4283,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-08,0.2857,0.2857,0.5459,0.4283,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-09,0.2857,0.2857,0.5459,0.4283,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-10,0.2857,0.2857,0.5459,0.4283,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-11,0.4286,0.4286,0.4864,0.4342,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2025-12,0.4286,0.4286,0.4864,0.4342,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2026-01,0.4286,0.4286,0.4864,0.4342,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2026-02,0.4286,0.4286,0.4864,0.4342,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2026-03,0.4286,0.4286,0.4864,0.4342,nan
quarkiverse/quarkus-hivemq-client,quarkiverse__quarkus-hivemq-client,2026-04,0.4286,0.4286,0.4864,0.4342,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-03,1.6923,1.6923,0.5818,0.316,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-04,1.6923,1.6923,0.5818,0.316,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-05,1.6923,1.6923,0.5818,0.316,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-06,1.6923,1.6923,0.5818,0.316,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-07,1.6923,1.6923,0.5817,0.3161,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-08,1.6923,1.6923,0.5817,0.3173,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-09,1.6429,1.6429,0.5405,0.342,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-10,1.6429,1.6429,0.5405,0.3427,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-11,1.6429,1.6429,0.5405,0.3427,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2025-12,1.6429,1.6429,0.5405,0.3427,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2026-01,1.6429,1.6429,0.5405,0.3427,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2026-02,1.6429,1.6429,0.5405,0.3472,nan
rabbitmq/rabbitmq-stream-java-client,rabbitmq__rabbitmq-stream-java-client,2026-03,1.6429,1.6429,0.5405,0.3472,nan
redis/redis-om-spring,redis__redis-om-spring,2024-08,4.3444,4.3444,0.6567,0.2953,nan
redis/redis-om-spring,redis__redis-om-spring,2024-09,4.3444,4.3444,0.6566,0.2954,nan
redis/redis-om-spring,redis__redis-om-spring,2024-10,4.3444,4.3444,0.6566,0.2954,nan
redis/redis-om-spring,redis__redis-om-spring,2024-11,4.3444,4.3444,0.6564,0.2956,nan
redis/redis-om-spring,redis__redis-om-spring,2024-12,4.3444,4.3444,0.6564,0.2956,nan
redis/redis-om-spring,redis__redis-om-spring,2025-01,4.3444,4.3444,0.6563,0.2961,nan
redis/redis-om-spring,redis__redis-om-spring,2025-02,4.3736,4.3736,0.6494,0.3035,nan
redis/redis-om-spring,redis__redis-om-spring,2025-03,4.3846,4.3846,0.6494,0.3046,nan
redis/redis-om-spring,redis__redis-om-spring,2025-04,4.3956,4.3956,0.6496,0.3045,nan
redis/redis-om-spring,redis__redis-om-spring,2025-05,4.3542,4.3542,0.6576,0.3034,nan
redis/redis-om-spring,redis__redis-om-spring,2025-06,3.9832,3.9832,0.6601,0.3162,nan
redis/redis-om-spring,redis__redis-om-spring,2025-07,3.9832,3.9832,0.6601,0.3162,nan
redis/redis-om-spring,redis__redis-om-spring,2025-08,4.0709,4.0709,0.6654,0.3195,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-01,2.7391,2.7391,0.4656,0.3137,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-02,2.76,2.76,0.424,0.3274,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-03,2.76,2.76,0.424,0.3274,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-04,2.6923,2.6923,0.4038,0.353,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-05,2.8205,2.8205,0.4909,0.3399,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-06,2.8205,2.8205,0.4909,0.3399,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-07,2.8718,2.8718,0.4906,0.334,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-08,3.125,3.125,0.4558,0.3971,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-09,3.3125,3.3125,0.4516,0.376,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-10,3.2609,3.2609,0.4477,0.3709,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-11,3.3696,3.3696,0.4463,0.3717,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2025-12,3.4222,3.4222,0.4454,0.3757,nan
remsfal/remsfal-backend,remsfal__remsfal-backend,2026-01,3.3696,3.3696,0.436,0.3889,nan
salesforce/multicloudj,salesforce__multicloudj,2025-05,3.2,3.2,0.5928,0.3083,nan
salesforce/multicloudj,salesforce__multicloudj,2025-06,3.2,3.2,0.5968,0.3201,nan
salesforce/multicloudj,salesforce__multicloudj,2025-07,3.5366,3.5366,0.6128,0.3013,nan
salesforce/multicloudj,salesforce__multicloudj,2025-08,3.6585,3.6585,0.5856,0.3292,nan
salesforce/multicloudj,salesforce__multicloudj,2025-09,3.6585,3.6585,0.5851,0.3287,nan
salesforce/multicloudj,salesforce__multicloudj,2025-10,3.6585,3.6585,0.5851,0.3287,nan
