repo_id,repo_name,month,month_id,is_treatment,first_treat_month,post,time_to_event,cd_count,ud_count,hl_count,gc_count,total_smells,num_packages,loc,kloc,asd,cd_density,ud_density,hl_density,gc_density,ce_mean,ca_mean,instability_mean,distance_mean,modularity_q,monthly_commits,monthly_contributors,stars,repo_age_months,tool_type,adoption_signal,total_ai_events
30,guardtime/ksi-java-sdk,2025-11,24311,0,2025-12,0,-1,26.0,1.0,1.0,0.0,28.0,31.0,14721.0,14.721,1.902045,1.766184,0.06793,0.06793,0.0,6.7097,6.7097,0.5075,0.3389,,0,0,19,126,control,,0
30,guardtime/ksi-java-sdk,2025-12,24312,0,2025-12,1,0,26.0,1.0,1.0,0.0,28.0,31.0,14721.0,14.721,1.902045,1.766184,0.06793,0.06793,0.0,6.7097,6.7097,0.5075,0.3389,,0,0,19,126,control,,0
30,guardtime/ksi-java-sdk,2026-01,24313,0,2025-12,1,1,26.0,1.0,1.0,0.0,28.0,31.0,14721.0,14.721,1.902045,1.766184,0.06793,0.06793,0.0,6.7097,6.7097,0.5075,0.3389,,0,0,19,126,control,,0
30,guardtime/ksi-java-sdk,2026-02,24314,0,2025-12,1,2,26.0,1.0,1.0,0.0,28.0,31.0,14721.0,14.721,1.902045,1.766184,0.06793,0.06793,0.0,6.7097,6.7097,0.5075,0.3389,,0,0,19,126,control,,0
30,guardtime/ksi-java-sdk,2026-03,24315,0,2025-12,1,3,26.0,1.0,1.0,0.0,28.0,31.0,14721.0,14.721,1.902045,1.766184,0.06793,0.06793,0.0,6.7097,6.7097,0.5075,0.3389,,0,0,19,126,control,,0
30,guardtime/ksi-java-sdk,2026-04,24316,0,2025-12,1,4,26.0,1.0,1.0,0.0,28.0,31.0,14721.0,14.721,1.902045,1.766184,0.06793,0.06793,0.0,6.7097,6.7097,0.5075,0.3389,,0,0,19,126,control,,0
30,guardtime/ksi-java-sdk,2026-05,24317,0,2025-12,1,5,26.0,1.0,1.0,0.0,28.0,31.0,14721.0,14.721,1.902045,1.766184,0.06793,0.06793,0.0,6.7097,6.7097,0.5075,0.3389,,0,0,19,126,control,,0
30,guardtime/ksi-java-sdk,2026-06,24318,0,2025-12,1,6,26.0,1.0,1.0,0.0,28.0,31.0,14721.0,14.721,1.902045,1.766184,0.06793,0.06793,0.0,6.7097,6.7097,0.5075,0.3389,,0,0,19,126,control,,0
31,AxonFramework/AxonFramework,2024-09,24297,1,2025-03,0,-6,,,,,,,,,,,,,,,,,,,105,6,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2024-10,24298,1,2025-03,0,-5,,,,,,,,,,,,,,,,,,,221,12,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2024-11,24299,1,2025-03,0,-4,,,,,,,,,,,,,,,,,,,190,10,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2024-12,24300,1,2025-03,0,-3,,,,,,,,,,,,,,,,,,,110,8,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-01,24301,1,2025-03,0,-2,,,,,,,,,,,,,,,,,,,137,5,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-02,24302,1,2025-03,0,-1,,,,,,,,,,,,,,,,,,,278,8,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-03,24303,1,2025-03,1,0,,,,,,,,,,,,,,,,,,,222,8,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-04,24304,1,2025-03,1,1,,,,,,,,,,,,,,,,,,,335,8,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-05,24305,1,2025-03,1,2,,,,,,,,,,,,,,,,,,,303,6,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-06,24306,1,2025-03,1,3,,,,,,,,,,,,,,,,,,,453,6,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-07,24307,1,2025-03,1,4,,,,,,,,,,,,,,,,,,,324,7,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-08,24308,1,2025-03,1,5,,,,,,,,,,,,,,,,,,,462,9,3558,171,claude_code,commit_pattern,3
31,AxonFramework/AxonFramework,2025-09,24309,1,2025-03,1,6,,,,,,,,,,,,,,,,,,,582,10,3558,171,claude_code,commit_pattern,3
32,spring-projects/spring-integration,2024-09,24297,0,2025-03,0,-6,175.0,7.0,10.0,1.0,193.0,390.0,196841.0,196.841,0.980487,0.889042,0.035562,0.050802,0.00508,7.2872,7.2872,0.6428,0.2651,,50,8,1620,176,control,,0
32,spring-projects/spring-integration,2024-10,24298,0,2025-03,0,-5,176.0,7.0,10.0,0.0,193.0,391.0,197116.0,197.116,0.979119,0.892875,0.035512,0.050732,0.0,7.289,7.289,0.6428,0.2653,,68,9,1620,176,control,,0
32,spring-projects/spring-integration,2024-11,24299,0,2025-03,0,-4,176.0,7.0,10.0,0.0,193.0,391.0,197220.0,197.22,0.978603,0.892404,0.035493,0.050705,0.0,7.2916,7.2916,0.6448,0.2635,,33,4,1620,176,control,,0
32,spring-projects/spring-integration,2024-12,24300,0,2025-03,0,-3,176.0,7.0,10.0,0.0,193.0,391.0,197207.0,197.207,0.978667,0.892463,0.035496,0.050708,0.0,7.2916,7.2916,0.6448,0.2635,,39,7,1620,176,control,,0
32,spring-projects/spring-integration,2025-01,24301,0,2025-03,0,-2,176.0,7.0,10.0,0.0,193.0,391.0,197289.0,197.289,0.97826,0.892092,0.035481,0.050687,0.0,7.2916,7.2916,0.6448,0.2635,,42,4,1620,176,control,,0
32,spring-projects/spring-integration,2025-02,24302,0,2025-03,0,-1,176.0,7.0,7.0,0.0,190.0,389.0,197147.0,197.147,0.963748,0.892735,0.035507,0.035507,0.0,7.329,7.329,0.6432,0.2646,,41,4,1620,176,control,,0
32,spring-projects/spring-integration,2025-03,24303,0,2025-03,1,0,177.0,7.0,7.0,0.0,191.0,385.0,194597.0,194.597,0.981516,0.909572,0.035972,0.035972,0.0,7.3195,7.3195,0.6425,0.2638,,44,4,1620,176,control,,0
32,spring-projects/spring-integration,2025-04,24304,0,2025-03,1,1,177.0,7.0,7.0,0.0,191.0,385.0,194804.0,194.804,0.980473,0.908606,0.035934,0.035934,0.0,7.3247,7.3247,0.6426,0.2638,,32,5,1620,176,control,,0
32,spring-projects/spring-integration,2025-05,24305,0,2025-03,1,2,176.0,7.0,7.0,0.0,190.0,389.0,197324.0,197.324,0.962883,0.891934,0.035475,0.035475,0.0,7.3368,7.3368,0.6435,0.2643,,29,6,1620,176,control,,0
32,spring-projects/spring-integration,2025-06,24306,0,2025-03,1,3,177.0,7.0,7.0,0.0,191.0,389.0,197198.0,197.198,0.96857,0.897575,0.035497,0.035497,0.0,7.3368,7.3368,0.6444,0.2623,,73,10,1620,176,control,,0
32,spring-projects/spring-integration,2025-07,24307,0,2025-03,1,4,200.0,8.0,7.0,0.0,215.0,387.0,198705.0,198.705,1.082006,1.006517,0.040261,0.035228,0.0,7.584,7.584,0.6437,0.2622,,58,9,1620,176,control,,0
32,spring-projects/spring-integration,2025-08,24308,0,2025-03,1,5,177.0,7.0,7.0,0.0,191.0,386.0,199671.0,199.671,0.956574,0.886458,0.035058,0.035058,0.0,7.6088,7.6088,0.6451,0.2609,,85,8,1620,176,control,,0
32,spring-projects/spring-integration,2025-09,24309,0,2025-03,1,6,177.0,7.0,7.0,0.0,191.0,386.0,200423.0,200.423,0.952984,0.883132,0.034926,0.034926,0.0,7.6321,7.6321,0.6453,0.261,,65,8,1620,176,control,,0
33,Servoy/servoy-client,2025-02,24302,1,2025-08,0,-6,,,,,,,,,,,,,,,,,,,62,7,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-03,24303,1,2025-08,0,-5,,,,,,,,,,,,,,,,,,,108,9,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-04,24304,1,2025-08,0,-4,,,,,,,,,,,,,,,,,,,84,9,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-05,24305,1,2025-08,0,-3,,,,,,,,,,,,,,,,,,,78,9,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-06,24306,1,2025-08,0,-2,,,,,,,,,,,,,,,,,,,82,8,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-07,24307,1,2025-08,0,-1,,,,,,,,,,,,,,,,,,,61,7,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-08,24308,1,2025-08,1,0,,,,,,,,,,,,,,,,,,,55,6,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-09,24309,1,2025-08,1,1,,,,,,,,,,,,,,,,,,,40,6,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-10,24310,1,2025-08,1,2,,,,,,,,,,,,,,,,,,,78,8,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-11,24311,1,2025-08,1,3,,,,,,,,,,,,,,,,,,,70,7,13,141,copilot,file_add,1
33,Servoy/servoy-client,2025-12,24312,1,2025-08,1,4,,,,,,,,,,,,,,,,,,,79,8,13,141,copilot,file_add,1
33,Servoy/servoy-client,2026-01,24313,1,2025-08,1,5,,,,,,,,,,,,,,,,,,,39,8,13,141,copilot,file_add,1
33,Servoy/servoy-client,2026-02,24314,1,2025-08,1,6,,,,,,,,,,,,,,,,,,,51,6,13,141,copilot,file_add,1
35,apache/struts,2024-11,24299,1,2025-05,0,-6,339.0,12.0,1.0,1.0,353.0,306.0,147553.0,147.553,2.392361,2.29748,0.081327,0.006777,0.006777,5.1242,5.1242,0.6134,0.2748,,87,5,1349,146,claude_code,commit_pattern,35
35,apache/struts,2024-12,24300,1,2025-05,0,-5,208.0,6.0,2.0,3.0,219.0,248.0,113408.0,113.408,1.931081,1.834086,0.052906,0.017635,0.026453,4.621,4.621,0.6257,0.2649,,44,3,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-01,24301,1,2025-05,0,-4,210.0,7.0,2.0,3.0,222.0,248.0,113516.0,113.516,1.955671,1.849959,0.061665,0.017619,0.026428,4.6371,4.6371,0.6265,0.2642,,47,4,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-02,24302,1,2025-05,0,-3,210.0,7.0,2.0,3.0,222.0,248.0,114138.0,114.138,1.945014,1.839878,0.061329,0.017523,0.026284,4.6573,4.6573,0.6264,0.2643,,38,5,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-03,24303,1,2025-05,0,-2,208.0,6.0,2.0,1.0,217.0,248.0,114192.0,114.192,1.900308,1.821494,0.052543,0.017514,0.008757,4.6411,4.6411,0.6256,0.2651,,15,6,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-04,24304,1,2025-05,0,-1,209.0,5.0,2.0,3.0,219.0,250.0,115036.0,115.036,1.903752,1.816823,0.043465,0.017386,0.026079,4.648,4.648,0.6274,0.2644,,7,2,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-05,24305,1,2025-05,1,0,209.0,5.0,2.0,3.0,219.0,250.0,115036.0,115.036,1.903752,1.816823,0.043465,0.017386,0.026079,4.648,4.648,0.6274,0.2644,,12,2,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-06,24306,1,2025-05,1,1,209.0,5.0,2.0,3.0,219.0,250.0,115040.0,115.04,1.903686,1.816759,0.043463,0.017385,0.026078,4.648,4.648,0.6274,0.2644,,9,1,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-07,24307,1,2025-05,1,2,209.0,5.0,2.0,3.0,219.0,250.0,115040.0,115.04,1.903686,1.816759,0.043463,0.017385,0.026078,4.648,4.648,0.6274,0.2644,,37,2,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-08,24308,1,2025-05,1,3,209.0,5.0,2.0,3.0,219.0,250.0,115040.0,115.04,1.903686,1.816759,0.043463,0.017385,0.026078,4.648,4.648,0.6274,0.2644,,30,3,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-09,24309,1,2025-05,1,4,209.0,5.0,2.0,3.0,219.0,250.0,115839.0,115.839,1.890555,1.804228,0.043163,0.017265,0.025898,4.648,4.648,0.6274,0.2645,,69,2,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-10,24310,1,2025-05,1,5,209.0,5.0,2.0,1.0,217.0,250.0,115993.0,115.993,1.870803,1.801833,0.043106,0.017242,0.008621,4.672,4.672,0.626,0.266,,22,3,1349,146,claude_code,commit_pattern,35
35,apache/struts,2025-11,24311,1,2025-05,1,6,209.0,5.0,2.0,1.0,217.0,250.0,116103.0,116.103,1.86903,1.800126,0.043065,0.017226,0.008613,4.672,4.672,0.626,0.266,,15,2,1349,146,claude_code,commit_pattern,35
36,SonarSource/sonar-java,2024-11,24299,0,2025-05,0,-6,,,,,,,,,,,,,,,,,,,47,7,1196,162,control,,0
36,SonarSource/sonar-java,2024-12,24300,0,2025-05,0,-5,,,,,,,,,,,,,,,,,,,25,6,1196,162,control,,0
36,SonarSource/sonar-java,2025-01,24301,0,2025-05,0,-4,,,,,,,,,,,,,,,,,,,13,4,1196,162,control,,0
36,SonarSource/sonar-java,2025-02,24302,0,2025-05,0,-3,,,,,,,,,,,,,,,,,,,45,7,1196,162,control,,0
36,SonarSource/sonar-java,2025-03,24303,0,2025-05,0,-2,,,,,,,,,,,,,,,,,,,13,8,1196,162,control,,0
36,SonarSource/sonar-java,2025-04,24304,0,2025-05,0,-1,,,,,,,,,,,,,,,,,,,38,9,1196,162,control,,0
36,SonarSource/sonar-java,2025-05,24305,0,2025-05,1,0,,,,,,,,,,,,,,,,,,,54,12,1196,162,control,,0
36,SonarSource/sonar-java,2025-06,24306,0,2025-05,1,1,,,,,,,,,,,,,,,,,,,34,10,1196,162,control,,0
36,SonarSource/sonar-java,2025-07,24307,0,2025-05,1,2,,,,,,,,,,,,,,,,,,,42,7,1196,162,control,,0
36,SonarSource/sonar-java,2025-08,24308,0,2025-05,1,3,,,,,,,,,,,,,,,,,,,14,6,1196,162,control,,0
36,SonarSource/sonar-java,2025-09,24309,0,2025-05,1,4,,,,,,,,,,,,,,,,,,,7,5,1196,162,control,,0
36,SonarSource/sonar-java,2025-10,24310,0,2025-05,1,5,,,,,,,,,,,,,,,,,,,29,9,1196,162,control,,0
36,SonarSource/sonar-java,2025-11,24311,0,2025-05,1,6,,,,,,,,,,,,,,,,,,,16,5,1196,162,control,,0
37,graphql-java/graphql-java,2024-10,24298,1,2025-04,0,-6,107.0,4.0,1.0,0.0,112.0,61.0,44106.0,44.106,2.539337,2.425974,0.090691,0.022673,0.0,5.4918,5.4918,0.7059,0.2808,,19,5,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2024-11,24299,1,2025-04,0,-5,107.0,4.0,1.0,0.0,112.0,61.0,44106.0,44.106,2.539337,2.425974,0.090691,0.022673,0.0,5.4918,5.4918,0.7059,0.2808,,74,9,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2024-12,24300,1,2025-04,0,-4,107.0,4.0,1.0,0.0,112.0,62.0,44531.0,44.531,2.515102,2.402821,0.089825,0.022456,0.0,5.5484,5.5484,0.7094,0.2773,,60,7,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-01,24301,1,2025-04,0,-3,107.0,4.0,1.0,0.0,112.0,62.0,44545.0,44.545,2.514311,2.402065,0.089797,0.022449,0.0,5.5484,5.5484,0.7094,0.2773,,43,4,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-02,24302,1,2025-04,0,-2,107.0,4.0,1.0,0.0,112.0,62.0,44582.0,44.582,2.512225,2.400072,0.089722,0.022431,0.0,5.5968,5.5968,0.7055,0.2789,,94,7,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-03,24303,1,2025-04,0,-1,108.0,4.0,4.0,0.0,116.0,63.0,45569.0,45.569,2.54559,2.370032,0.087779,0.087779,0.0,5.7302,5.7302,0.7076,0.2753,,90,7,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-04,24304,1,2025-04,1,0,107.0,4.0,4.0,0.0,115.0,63.0,45743.0,45.743,2.514046,2.339156,0.087445,0.087445,0.0,5.7302,5.7302,0.706,0.277,,210,12,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-05,24305,1,2025-04,1,1,107.0,4.0,3.0,0.0,114.0,62.0,45984.0,45.984,2.479123,2.326896,0.086987,0.06524,0.0,5.7419,5.7419,0.7013,0.2817,,170,12,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-06,24306,1,2025-04,1,2,108.0,4.0,3.0,0.0,115.0,62.0,46396.0,46.396,2.478662,2.327787,0.086214,0.064661,0.0,5.8871,5.8871,0.7016,0.2782,,86,8,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-07,24307,1,2025-04,1,3,108.0,4.0,3.0,0.0,115.0,63.0,46775.0,46.775,2.458578,2.308926,0.085516,0.064137,0.0,5.8571,5.8571,0.7054,0.2738,,150,11,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-08,24308,1,2025-04,1,4,106.0,4.0,1.0,0.0,111.0,60.0,46638.0,46.638,2.380033,2.272825,0.085767,0.021442,0.0,6.0,6.0,0.7009,0.2734,,150,6,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-09,24309,1,2025-04,1,5,106.0,4.0,4.0,0.0,114.0,60.0,46910.0,46.91,2.430185,2.259646,0.08527,0.08527,0.0,6.0167,6.0167,0.701,0.2735,,79,6,6231,128,copilot,commit_pattern,85
37,graphql-java/graphql-java,2025-10,24310,1,2025-04,1,6,106.0,4.0,1.0,0.0,111.0,60.0,47381.0,47.381,2.342711,2.237184,0.084422,0.021106,0.0,5.9833,5.9833,0.701,0.2733,,68,8,6231,128,copilot,commit_pattern,85
38,reactor/reactor-core,2024-10,24298,0,2025-04,0,-6,,,,,,,,,,,,,,,,,,,33,3,5208,124,control,,0
38,reactor/reactor-core,2024-11,24299,0,2025-04,0,-5,,,,,,,,,,,,,,,,,,,31,5,5208,124,control,,0
38,reactor/reactor-core,2024-12,24300,0,2025-04,0,-4,,,,,,,,,,,,,,,,,,,15,5,5208,124,control,,0
38,reactor/reactor-core,2025-01,24301,0,2025-04,0,-3,,,,,,,,,,,,,,,,,,,17,3,5208,124,control,,0
38,reactor/reactor-core,2025-02,24302,0,2025-04,0,-2,,,,,,,,,,,,,,,,,,,54,6,5208,124,control,,0
38,reactor/reactor-core,2025-03,24303,0,2025-04,0,-1,,,,,,,,,,,,,,,,,,,45,6,5208,124,control,,0
38,reactor/reactor-core,2025-04,24304,0,2025-04,1,0,,,,,,,,,,,,,,,,,,,8,1,5208,124,control,,0
38,reactor/reactor-core,2025-05,24305,0,2025-04,1,1,,,,,,,,,,,,,,,,,,,30,3,5208,124,control,,0
38,reactor/reactor-core,2025-06,24306,0,2025-04,1,2,,,,,,,,,,,,,,,,,,,45,3,5208,124,control,,0
38,reactor/reactor-core,2025-07,24307,0,2025-04,1,3,,,,,,,,,,,,,,,,,,,15,4,5208,124,control,,0
38,reactor/reactor-core,2025-08,24308,0,2025-04,1,4,,,,,,,,,,,,,,,,,,,17,3,5208,124,control,,0
38,reactor/reactor-core,2025-09,24309,0,2025-04,1,5,,,,,,,,,,,,,,,,,,,20,3,5208,124,control,,0
38,reactor/reactor-core,2025-10,24310,0,2025-04,1,6,,,,,,,,,,,,,,,,,,,39,3,5208,124,control,,0
39,nyetwurk/ecuxplot,2025-04,24304,1,2025-10,0,-6,0.0,0.0,0.0,0.0,0.0,7.0,4406.0,4.406,0.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.6349,0.2722,,0,0,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2025-05,24305,1,2025-10,0,-5,0.0,0.0,0.0,0.0,0.0,7.0,4406.0,4.406,0.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.6349,0.2722,,0,0,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2025-06,24306,1,2025-10,0,-4,0.0,0.0,0.0,0.0,0.0,7.0,4406.0,4.406,0.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.6349,0.2722,,0,0,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2025-07,24307,1,2025-10,0,-3,0.0,0.0,0.0,0.0,0.0,7.0,4406.0,4.406,0.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.6349,0.2722,,0,0,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2025-08,24308,1,2025-10,0,-2,0.0,0.0,0.0,0.0,0.0,7.0,4406.0,4.406,0.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.6349,0.2722,,0,0,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2025-09,24309,1,2025-10,0,-1,0.0,0.0,0.0,0.0,0.0,7.0,4406.0,4.406,0.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.6349,0.2722,,0,0,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2025-10,24310,1,2025-10,1,0,0.0,0.0,0.0,0.0,0.0,7.0,4406.0,4.406,0.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.6349,0.2722,,159,3,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2025-11,24311,1,2025-10,1,1,2.0,0.0,0.0,0.0,2.0,9.0,7690.0,7.69,0.260078,0.260078,0.0,0.0,0.0,1.4444,1.4444,0.6929,0.232,,96,3,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2025-12,24312,1,2025-10,1,2,1.0,0.0,1.0,0.0,2.0,9.0,10706.0,10.706,0.186811,0.093406,0.0,0.093406,0.0,1.4444,1.4444,0.6596,0.2387,,21,3,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2026-01,24313,1,2025-10,1,3,1.0,0.0,1.0,0.0,2.0,9.0,10740.0,10.74,0.18622,0.09311,0.0,0.09311,0.0,1.4444,1.4444,0.6596,0.2387,,0,0,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2026-02,24314,1,2025-10,1,4,1.0,0.0,1.0,0.0,2.0,9.0,10740.0,10.74,0.18622,0.09311,0.0,0.09311,0.0,1.4444,1.4444,0.6596,0.2387,,2,1,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2026-03,24315,1,2025-10,1,5,1.0,0.0,1.0,0.0,2.0,9.0,10740.0,10.74,0.18622,0.09311,0.0,0.09311,0.0,1.4444,1.4444,0.6596,0.2387,,5,3,65,162,cursor,file_add,2
39,nyetwurk/ecuxplot,2026-04,24316,1,2025-10,1,6,1.0,0.0,1.0,0.0,2.0,9.0,10740.0,10.74,0.18622,0.09311,0.0,0.09311,0.0,1.4444,1.4444,0.6596,0.2387,,0,0,65,162,cursor,file_add,2
40,Gubaer/josm-scripting-plugin,2025-04,24304,0,2025-10,0,-6,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2025-05,24305,0,2025-10,0,-5,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2025-06,24306,0,2025-10,0,-4,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,3,1,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2025-07,24307,0,2025-10,0,-3,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2025-08,24308,0,2025-10,0,-2,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2025-09,24309,0,2025-10,0,-1,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2025-10,24310,0,2025-10,1,0,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2025-11,24311,0,2025-10,1,1,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2025-12,24312,0,2025-10,1,2,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2026-01,24313,0,2025-10,1,3,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2026-02,24314,0,2025-10,1,4,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,2,1,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2026-03,24315,0,2025-10,1,5,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,37,2,31,179,control,,0
40,Gubaer/josm-scripting-plugin,2026-04,24316,0,2025-10,1,6,17.0,0.0,2.0,0.0,19.0,20.0,6117.0,6.117,3.106098,2.77914,0.0,0.326958,0.0,2.5,2.5,0.6443,0.3155,,0,0,31,179,control,,0
41,qlangtech/plugins,2025-03,24303,1,2025-09,0,-6,145.0,12.0,4.0,1.0,162.0,326.0,49926.0,49.926,3.244802,2.904298,0.240356,0.080119,0.02003,2.9939,2.9939,0.5786,0.3443,,19,1,18,71,claude_code,file_add,1
41,qlangtech/plugins,2025-04,24304,1,2025-09,0,-5,145.0,12.0,4.0,1.0,162.0,326.0,50074.0,50.074,3.235212,2.895714,0.239645,0.079882,0.01997,2.9939,2.9939,0.5786,0.3443,,23,1,18,71,claude_code,file_add,1
41,qlangtech/plugins,2025-05,24305,1,2025-09,0,-4,149.0,12.0,4.0,1.0,166.0,326.0,50677.0,50.677,3.275648,2.94019,0.236794,0.078931,0.019733,3.0123,3.0123,0.5799,0.3431,,14,1,18,71,claude_code,file_add,1
41,qlangtech/plugins,2025-06,24306,1,2025-09,0,-3,124.0,10.0,4.0,1.0,139.0,317.0,48148.0,48.148,2.886932,2.575393,0.207693,0.083077,0.020769,2.8423,2.8423,0.5891,0.3351,,16,1,18,71,claude_code,file_add,1
41,qlangtech/plugins,2025-07,24307,1,2025-09,0,-2,124.0,10.0,4.0,1.0,139.0,315.0,48247.0,48.247,2.881008,2.570108,0.207267,0.082907,0.020727,2.8635,2.8635,0.5865,0.3373,,19,1,18,71,claude_code,file_add,1
41,qlangtech/plugins,2025-08,24308,1,2025-09,0,-1,126.0,10.0,3.0,1.0,140.0,318.0,49177.0,49.177,2.846859,2.562173,0.203347,0.061004,0.020335,2.8585,2.8585,0.5841,0.3405,,9,1,18,71,claude_code,file_add,1
41,qlangtech/plugins,2025-09,24309,1,2025-09,1,0,121.0,10.0,2.0,1.0,134.0,318.0,48902.0,48.902,2.740174,2.474336,0.204491,0.040898,0.020449,2.8176,2.8176,0.5852,0.3395,,1,1,18,71,claude_code,file_add,1
